Severity,Type,Code,Source,Description,Count,Asset,Site,IsEv,CodeB,Causas,Recomendações,Peso,PesoSev,PesoReal,IC,Status de confiabilidade
Low,Event,E173,Engine,High Exhaust Temperature Warning,1.0,ABC00574,Ilhas Maldivas,E,E173,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Chegagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E173,Engine,High Exhaust Temperature Warning,5.0,ABC00575,Ilhas Maldivas,E,E173,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Chegagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",1.0,5.6234,999.9905737984717,1.6611139099642385,Verde
Low,Event,E190,Engine,Engine Overspeed Warning,3.0,ABC00546,Hendrix,E,E190,Remoção de carga brusca no motor; Ar de admissão combustível.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E190,Engine,Engine Overspeed Warning,4.0,ABC00547,Hendrix,E,E190,Remoção de carga brusca no motor; Ar de admissão combustível.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,1.0,5.6234,999.9905737984717,1.328891127971391,Verde
Low,Event,E190,Engine,Engine Overspeed Warning,3.0,ABC00548,Hendrix,E,E190,Remoção de carga brusca no motor; Ar de admissão combustível.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E190,Engine,Engine Overspeed Warning,1.0,ABC00574,Ilhas Maldivas,E,E190,Remoção de carga brusca no motor; Ar de admissão combustível.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E190,Engine,Engine Overspeed Warning,1.0,ABC00576,Ilhas Maldivas,E,E190,Remoção de carga brusca no motor; Ar de admissão combustível.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
High,Event,E198,Engine,Low Fuel Pressure,1.0,ABA00133,Lewis Hamilton,E,E198,"Tampa do tanque de combustível, Válvula reguladora de pressão de combustível, Válvula de alívio de pressão de combustível, Nível de combustível.","Verificar tampa do tanque de combustível, válvula reguladora de pressão de combustível, válvula de alívio de p ressão de combustível e nível de combustível.",1.0,17.7828,100000.13270386367,33.2226354497886,Verde
Medium,Event,E21,Engine,High Exhaust Temperature Derate,1.0,ABA00243,Lewis Hamilton,E,E21,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Checagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",2.0,10.0,40000.0,13.289036544850498,Verde
Medium,Event,E21,Engine,High Exhaust Temperature Derate,1.0,ABC00574,Ilhas Maldivas,E,E21,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Checagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",2.0,10.0,40000.0,13.289036544850498,Verde
Medium,Event,E21,Engine,High Exhaust Temperature Derate,4.0,ABC00575,Ilhas Maldivas,E,E21,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Checagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",2.0,10.0,40000.0,53.15614617940199,Verde
Low,Event,E2143,Engine,Low Engine Coolant Level,1.0,ABB00231,Martin Miller,E,E2143,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E2143,Engine,Low Engine Coolant Level,17.0,ABC00574,Ilhas Maldivas,E,E2143,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",1.0,5.6234,999.9905737984717,5.6477872938784115,Verde
Low,Event,E2143,Engine,Low Engine Coolant Level,2.0,ABC00576,Ilhas Maldivas,E,E2143,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",1.0,5.6234,999.9905737984717,0.6644455639856955,Verde
High,Event,E225,Engine,Engine Overcrank,4.0,ABA00133,Lewis Hamilton,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,132.8905417991544,Verde
High,Event,E225,Engine,Engine Overcrank,1.0,ABA00243,Lewis Hamilton,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,33.2226354497886,Verde
High,Event,E225,Engine,Engine Overcrank,1.0,ABA00247,Lewis Hamilton,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,33.2226354497886,Verde
High,Event,E225,Engine #3,Engine Overcrank,2.0,ABB00230,Marica,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,66.4452708995772,Verde
High,Event,E225,Engine,Engine Overcrank,2.0,ABC00574,Ilhas Maldivas,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,66.4452708995772,Verde
High,Event,E225,Engine,Engine Overcrank,1.0,ABC00575,Ilhas Maldivas,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,33.2226354497886,Verde
High,Event,E225,Engine,Engine Overcrank,2.0,ABC00576,Ilhas Maldivas,E,E225,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico ","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",1.0,17.7828,100000.13270386367,66.4452708995772,Verde
High,Event,E264,Engine,Emergency Stop Activated,1.0,ABB00231,Martin Miller,E,E264,Botoeira de emergência pressionada,Verificar o correto funcionamento das botoeiras de emergência,1.0,17.7828,100000.13270386367,33.2226354497886,Verde
High,Event,E264,Engine,Emergency Stop Activated,1.0,ABC00576,Ilhas Maldivas,E,E264,Botoeira de emergência pressionada,Verificar o correto funcionamento das botoeiras de emergência,1.0,17.7828,100000.13270386367,33.2226354497886,Verde
Low,Event,E272,Engine,Inlet Air Restriction Warning,5.0,ABA00223,Lewis Hamilton,E,E272,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,1.0,5.6234,999.9905737984717,1.6611139099642385,Verde
Low,Event,E272,Engine,Inlet Air Restriction Warning,1.0,ABA00243,Lewis Hamilton,E,E272,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E272,Engine,Inlet Air Restriction Warning,4.0,ABC00574,Ilhas Maldivas,E,E272,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,1.0,5.6234,999.9905737984717,1.328891127971391,Verde
Low,Event,E272,Engine,Inlet Air Restriction Warning,1.0,ABC00575,Ilhas Maldivas,E,E272,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E279,Engine,High Aftercooler Temperature Warning,1.0,ABC00546,Hendrix,E,E279,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, Qualidade de refrigerante, Ar no sistema de arrefecimento, Radiador, Vazamento de refrigerante, Ventilador de refrigeração do radiador defeituoso ","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Medium,Event,E31,Engine,Air Filter Restriction Derate,3.0,ABA00223,Lewis Hamilton,E,E31,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,2.0,10.0,40000.0,39.8671096345515,Verde
Medium,Event,E31,Engine,Air Filter Restriction Derate,1.0,ABA00243,Lewis Hamilton,E,E31,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,2.0,10.0,40000.0,13.289036544850498,Verde
Medium,Event,E31,Engine,Air Filter Restriction Derate,1.0,ABA00247,Lewis Hamilton,E,E31,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,2.0,10.0,40000.0,13.289036544850498,Verde
Medium,Event,E31,Engine,Air Filter Restriction Derate,1.0,ABC00574,Ilhas Maldivas,E,E31,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,2.0,10.0,40000.0,13.289036544850498,Verde
Medium,Event,E31,Engine,Air Filter Restriction Derate,1.0,ABC00575,Ilhas Maldivas,E,E31,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,2.0,10.0,40000.0,13.289036544850498,Verde
Low,Event,E38,Engine,Low Engine Coolant Temperature Warning,1.0,ABA00133,Lewis Hamilton,E,E38,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E38,Engine,Low Engine Coolant Temperature Warning,2.0,ABA00223,Lewis Hamilton,E,E38,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",1.0,5.6234,999.9905737984717,0.6644455639856955,Verde
Low,Event,E38,Engine,Low Engine Coolant Temperature Warning,1.0,ABA00243,Lewis Hamilton,E,E38,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E38,Engine,Low Engine Coolant Temperature Warning,17.0,ABA00247,Lewis Hamilton,E,E38,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",1.0,5.6234,999.9905737984717,5.6477872938784115,Verde
Low,Event,E38,Engine #3,Low Engine Coolant Temperature Warning,11.0,ABB00230,Marica,E,E38,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",1.0,5.6234,999.9905737984717,3.654450601921325,Verde
High,Event,E4,Engine,Engine Overspeed Shutdown,3.0,ABC00546,Hendrix,E,E4,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,2.0,17.7828,400000.53081545467,398.6716253974631,Vermelho
High,Event,E4,Engine,Engine Overspeed Shutdown,4.0,ABC00547,Hendrix,E,E4,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,2.0,17.7828,400000.53081545467,531.5621671966176,Vermelho
High,Event,E4,Engine,Engine Overspeed Shutdown,3.0,ABC00548,Hendrix,E,E4,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,2.0,17.7828,400000.53081545467,398.6716253974631,Vermelho
High,Event,E4,Engine,Engine Overspeed Shutdown,1.0,ABC00574,Ilhas Maldivas,E,E4,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,2.0,17.7828,400000.53081545467,132.8905417991544,Verde
High,Event,E4,Engine,Engine Overspeed Shutdown,1.0,ABC00576,Ilhas Maldivas,E,E4,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,2.0,17.7828,400000.53081545467,132.8905417991544,Verde
High,Event,E40,Engine,Low Engine Oil Pressure Shutdown,3.0,ABC00546,Hendrix,E,E40,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",2.0,17.7828,400000.53081545467,398.6716253974631,Vermelho
High,Event,E40,Engine,Low Engine Oil Pressure Shutdown,4.0,ABC00547,Hendrix,E,E40,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",2.0,17.7828,400000.53081545467,531.5621671966176,Vermelho
High,Event,E40,Engine,Low Engine Oil Pressure Shutdown,3.0,ABC00548,Hendrix,E,E40,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",2.0,17.7828,400000.53081545467,398.6716253974631,Vermelho
Low,Event,E48,Engine #5,Backup ECM Took Control,3.0,ABB00232,Florianopolis,E,E48,"Tensão da bateria do ECM principal, Perda do sinal do ECM principal, códigos de diagnóstico para as solenóides do injetor, condição de sobrevelocidade do motor.",O ECM secundário assumirá o controle de governar o motor se o sinal de pulsação do ECM principal para o ECM secundário for interrompido. Verifique se o fio que transporta o sinal de pulsação do ECM principal para o ECM secundário não está aberto ou se o fio não está em curto.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Medium,Event,E7,Engine,High Aftercooler Temperature Derate,1.0,ABC00546,Hendrix,E,E7,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, Qualidade de refrigerante, Ar no sistema de arrefecimento, Radiador, Vazamento de refrigerante, Ventilador de refrigeração do radiador defeituoso ","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",2.0,10.0,40000.0,13.289036544850498,Verde
High,Event,E8,Engine,High Aftercooler Temperature Shutdown,1.0,ABC00546,Hendrix,E,E8,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, ar no sistema de arrefecimento, vazamento de fluido, mangueiras danificadas, aftercooler defeituoso, bomba de líquido arrefecedor de água com revestimento defeituoso.","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",2.0,17.7828,400000.53081545467,132.8905417991544,Verde
Medium,Event,E9,Engine,High Altitude Derate,2.0,ABA00247,Lewis Hamilton,E,E9,"Sensor defeituoso, chicote defeituoso.",Checagem do sensor e chicote; Troca do sensor e chicote.,2.0,10.0,40000.0,26.578073089700997,Verde
Medium,Event,E9,Engine,High Altitude Derate,1.0,ABC00576,Ilhas Maldivas,E,E9,"Sensor defeituoso, chicote defeituoso.",Checagem do sensor e chicote; Troca do sensor e chicote.,2.0,10.0,40000.0,13.289036544850498,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,7.0,ABA00133,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,2.325559473949934,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00223,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00243,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00247,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine #3,Fuel Filter Restriction Warning,1.0,ABB00230,Marica,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,6.0,ABA00133,Lewis Hamilton,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,1.9933366919570863,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,30.0,ABA00247,Lewis Hamilton,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,9.966683459785433,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,3.0,ABC00546,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,4.0,ABC00547,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,1.328891127971391,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,3.0,ABC00548,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,15.0,ABC00574,Ilhas Maldivas,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,4.983341729892716,Verde
